@relation fatigue

@attribute fatigue_value real
@attribute a0_x real
@attribute a0_y real
@attribute a1_x real
@attribute a1_y real
@attribute a2_x real
@attribute a2_y real
@attribute a3_x real
@attribute a3_y real
@attribute a4_x real
@attribute a4_y real
@attribute a5_x real
@attribute a5_y real
@attribute a6_x real
@attribute a6_y real
@attribute a7_x real
@attribute a7_y real
@attribute a8_x real
@attribute a8_y real
@attribute a9_x real
@attribute a9_y real
@attribute a10_x real
@attribute a10_y real
@attribute a11_x real
@attribute a11_y real
@attribute a12_x real
@attribute a12_y real
@attribute a13_x real
@attribute a13_y real
@attribute a14_x real
@attribute a14_y real
@attribute a15_x real
@attribute a15_y real
@attribute a16_x real
@attribute a16_y real
@attribute a17_x real
@attribute a17_y real
@attribute a18_x real
@attribute a18_y real
@attribute a19_x real
@attribute a19_y real
@attribute a20_x real
@attribute a20_y real
@attribute a21_x real
@attribute a21_y real
@attribute a22_x real
@attribute a22_y real
@attribute a23_x real
@attribute a23_y real
@attribute a24_x real
@attribute a24_y real
@attribute a25_x real
@attribute a25_y real
@attribute a26_x real
@attribute a26_y real
@attribute a27_x real
@attribute a27_y real
@attribute a28_x real
@attribute a28_y real
@attribute a29_x real
@attribute a29_y real
@attribute a30_x real
@attribute a30_y real
@attribute a31_x real
@attribute a31_y real
@attribute a32_x real
@attribute a32_y real
@attribute a33_x real
@attribute a33_y real
@attribute a34_x real
@attribute a34_y real
@attribute a35_x real
@attribute a35_y real
@attribute a36_x real
@attribute a36_y real
@attribute a37_x real
@attribute a37_y real
@attribute a38_x real
@attribute a38_y real
@attribute a39_x real
@attribute a39_y real
@attribute a40_x real
@attribute a40_y real
@attribute a41_x real
@attribute a41_y real
@attribute a42_x real
@attribute a42_y real
@attribute a43_x real
@attribute a43_y real
@attribute a44_x real
@attribute a44_y real
@attribute a45_x real
@attribute a45_y real
@attribute a46_x real
@attribute a46_y real
@attribute a47_x real
@attribute a47_y real
@attribute a48_x real
@attribute a48_y real
@attribute a49_x real
@attribute a49_y real
@attribute a50_x real
@attribute a50_y real
@attribute a51_x real
@attribute a51_y real
@attribute a52_x real
@attribute a52_y real
@attribute a53_x real
@attribute a53_y real
@attribute a54_x real
@attribute a54_y real
@attribute a55_x real
@attribute a55_y real
@attribute a56_x real
@attribute a56_y real
@attribute a57_x real
@attribute a57_y real
@attribute a58_x real
@attribute a58_y real
@attribute a59_x real
@attribute a59_y real
@attribute a60_x real
@attribute a60_y real
@attribute a61_x real
@attribute a61_y real
@attribute a62_x real
@attribute a62_y real
@attribute a63_x real
@attribute a63_y real
@attribute a64_x real
@attribute a64_y real
@attribute a65_x real
@attribute a65_y real
@attribute a66_x real
@attribute a66_y real
@attribute a67_x real
@attribute a67_y real

@data
10,-104.093,-42.8816,-100.793,-10.3678,-95.5077,18.7098,-85.365,50.0909,-72.9451,72.5675,-56.0926,94.5158,-29.6119,108.364,1.10493,112.624,28.6497,107.087,54.0529,89.501,70.4015,70.6505,83.6599,46.1179,90.4303,13.7783,95.5168,-16.2781,96.2782,-47.9924,80.6562,-67.8945,60.4643,-88.3325,33.5678,-88.0846,18.7657,-72.6476,37.5754,-75.0311,57.6676,-75.0847,-87.2165,-66.6766,-67.2058,-87.7237,-37.3018,-86.9931,-23.5021,-72.607,-46.3146,-75.4005,-65.9565,-74.35,-68.5962,-42.7266,-50.631,-51.7937,-29.2897,-43.6859,-50.1624,-37.0414,-50.1904,-44.4965,66.0884,-45.7094,47.485,-53.0953,27.2813,-44.5911,48.0137,-38.8656,47.6048,-45.5989,-14.9779,-46.128,-17.7368,-22.1316,-30.4568,5.35951,-26.1447,17.8913,0.616645,20.5001,25.5751,17.4172,29.3474,4.4883,16.1474,-22.1584,12.3452,-46.5088,-15.0285,12.4326,15.2979,12.0635,-42.5195,50.5683,-23.2846,44.0624,-9.31093,40.502,0.883418,42.5637,11.1445,40.6447,24.419,43.0545,41.0464,48.9289,26.1519,57.0691,13.4214,59.6407,-0.0852597,61.1223,-14.0576,60.302,-27.0951,57.332,-15.1992,52.3738,-0.747017,54.1376,14.9647,53.2899,15.4623,48.942,-0.213471,48.5931,-14.0661,48.6022,-0.177305,51.5122,0,0
7,-95.2577,-39.8766,-96.1796,-4.28419,-92.3355,24.1334,-84.1791,54.3263,-73.0066,76.201,-57.0173,96.8244,-32.142,114.353,5.28502,122.281,41.4446,114.384,66.7842,98.0115,85.6953,74.7183,96.6303,51.7579,101.875,19.6422,104.736,-9.47029,102.21,-40.7584,88.8718,-58.5615,69.9131,-77.2014,45.7796,-78.5224,30.7564,-66.1094,49.6658,-67.7432,66.6245,-65.4619,-82.9252,-57.2347,-64.32,-76.6188,-38.1802,-77.1944,-24.6169,-65.4611,-46.4468,-67.2615,-63.4737,-65.2323,-61.6989,-37.0571,-41.9466,-45.2762,-21.3975,-38.9403,-42.2318,-33.8994,-41.7626,-39.3815,74.6897,-38.4233,54.3869,-46.9784,32.0352,-39.7023,54.1322,-35.4497,54.051,-41.092,-9.58348,-42.2503,-14.1248,-18.2882,-25.6575,4.86474,-18.5372,19.5775,2.95594,21.902,25.8862,19.4332,32.0414,5.82766,19.9956,-17.2368,16.586,-42.3139,-11.2616,13.2897,17.3925,13.6613,-37.695,55.1212,-21.3369,47.0797,-7.95413,43.3851,3.85477,45.4089,15.4392,44.025,29.7442,46.8126,44.7599,54.5996,29.9998,62.1223,17.361,64.6628,2.11435,64.8387,-11.8223,63.8522,-23.7487,61.0905,-14.4364,54.4752,3.75896,55.7679,20.2906,55.5371,20.9868,52.8072,4.12579,52.536,-13.2928,51.6566,4.10781,54.8381,0,0
5,-101.604,-39.5704,-100.529,-6.37869,-96.2325,23.0229,-86.9839,54.2014,-74.7555,77.0132,-57.68,98.1524,-32.3615,112.859,1.30745,117.784,32.929,112.731,61.1562,95.1613,75.428,76.7715,90.6167,49.4573,95.7412,18.2594,98.5531,-11.2705,93.9984,-43.3864,79.0629,-64.8406,60.0246,-82.8548,34.6668,-82.8702,21.0187,-69.7698,40.0352,-71.6717,58.1179,-71.0595,-86.3264,-59.6138,-68.5261,-79.5902,-41.4384,-80.3705,-27.6369,-67.7915,-48.7658,-69.6156,-67.4844,-67.1633,-65.4636,-38.0443,-49.1818,-46.798,-30.8873,-40.0522,-49.1749,-35.1221,-49.1599,-40.894,62.0133,-42.8982,44.4941,-50.5051,27.0719,-41.9198,44.6679,-38.3561,44.432,-44.337,-14.686,-42.1928,-18.4529,-18.9895,-29.3273,6.14651,-24.1484,18.767,1.15612,21.8459,26.1209,18.285,29.9888,4.96274,16.9695,-18.8758,11.3416,-42.7115,-13.1982,13.5701,16.0716,12.9086,-42.1558,52.896,-22.9767,46.4392,-9.24454,42.8827,2.57891,44.6841,14.1375,43.0083,28.8953,45.3363,42.1481,50.5309,28.2641,58.0468,16.218,59.8194,0.665638,61.1807,-13.4174,60.5286,-26.0558,57.9594,-15.7674,52.3174,1.64689,53.1252,18.7318,52.2877,19.5966,51.1487,1.57534,51.3693,-14.7074,51.4765,1.06437,52.5942,0,0
7,-98.1598,-39.3823,-99.9686,-4.34053,-97.1713,23.9237,-88.9574,55.9255,-76.7459,78.463,-57.6445,99.3119,-29.9225,115.283,6.05668,121.084,41.038,113.933,69.1918,94.4248,83.9492,72.7738,94.7829,50.2112,99.077,19.5478,101.068,-10.7862,97.3793,-41.8738,82.9695,-60.6582,63.9648,-78.2504,40.5765,-79.756,26.0086,-68.4019,44.9009,-68.2869,62.2977,-65.9745,-81.3446,-57.9069,-64.9039,-75.9673,-40.7093,-77.8998,-26.9551,-66.9453,-47.3913,-67.0844,-64.6493,-64.3785,-62.1169,-36.7684,-45.3812,-44.0237,-27.4837,-39.8114,-45.3061,-34.4459,-44.8716,-38.7618,64.2305,-39.1374,48.0155,-46.0711,28.9832,-40.491,47.3482,-35.972,47.2072,-40.9079,-13.6725,-41.5136,-17.9074,-17.6512,-29.5983,6.3347,-24.8924,18.2935,0.758612,20.7558,26.2499,17.95,31.044,6.02294,18.6995,-17.201,14.3135,-41.6865,-13.7909,12.7358,16.9836,12.3802,-42.0269,54.0452,-22.565,47.295,-8.98604,43.3662,1.90759,45.2384,12.5966,43.8193,28.0659,46.4955,43.8718,51.5456,31.2483,60.1508,18.8979,64.2055,2.41481,65.4788,-12.5427,65.1419,-26.278,61.4772,-15.7687,55.8988,2.21306,56.9458,19.9336,55.5998,19.9549,52.3753,2.10582,52.6964,-14.7586,52.7311,1.65679,54.6543,0,0
6,-99.8772,-42.2765,-99.5122,-6.63251,-94.7124,21.5408,-85.0653,52.1025,-70.6059,75.2824,-53.1204,95.2358,-28.1074,112.208,7.14592,119.044,43.1379,110.945,70.3397,90.7404,82.8334,71.9831,94.8989,46.1753,99.5311,13.4261,101.161,-15.5234,98.1176,-45.1338,85.7027,-63.3859,64.0134,-81.4954,36.9096,-81.1073,23.8395,-68.3737,44.1287,-69.2457,62.9992,-68.5797,-86.1791,-56.3296,-67.7088,-78.1454,-38.4784,-79.8217,-22.1319,-67.4168,-46.3656,-68.2896,-65.8427,-65.0929,-63.8037,-38.3127,-44.3709,-45.4298,-23.6712,-41.4496,-44.266,-36.183,-43.8939,-40.5839,72.3808,-41.9596,52.192,-49.4758,29.9884,-42.9692,52.1671,-39.1145,51.788,-43.86,-11.326,-44.1579,-15.3643,-20.5933,-26.6806,4.12291,-19.8252,17.9912,3.63913,21.1296,28.5894,16.7087,32.2321,3.55306,19.0088,-20.3786,14.288,-44.7164,-11.9744,12.6871,18.5951,12.4589,-38.6968,51.7293,-18.8643,46.4313,-5.16824,42.7857,7.52283,44.298,19.6968,42.5762,34.6518,43.7163,50.0527,47.0818,35.1105,56.9499,22.1592,59.4296,6.05399,60.9511,-9.21119,60.2963,-22.9196,58.0784,-12.9994,52.7139,7.26161,53.7652,25.5925,52.2122,26.441,50.1413,7.37985,50.7223,-11.195,51.1561,7.11516,52.6122,0,0
7,-103.281,-42.9614,-103.87,-5.92113,-99.829,22.6601,-90.4271,52.424,-76.9232,75.4209,-58.5725,95.4139,-33.5431,112.581,4.88038,119.174,41.1692,111.442,66.3251,93.4291,82.7664,69.5154,90.6163,47.6791,94.4097,14.6747,96.2337,-15.6805,90.5561,-47.0361,80.3512,-62.3332,61.0675,-80.2221,33.7012,-80.851,20.617,-69.1252,39.7991,-69.2614,58.8411,-68.0184,-92.0768,-56.1315,-72.9791,-78.253,-41.7886,-80.434,-27.6519,-68.7771,-52.4443,-69.701,-71.4446,-66.0219,-67.9099,-39.7397,-47.637,-47.8906,-26.7377,-42.661,-47.4195,-37.0856,-47.3943,-42.3851,67.6629,-41.739,48.9284,-50.7584,25.988,-43.4586,48.6365,-38.9973,48.1492,-44.7421,-15.7497,-46.0663,-19.0926,-19.7954,-29.827,5.01021,-23.1917,17.7407,1.23607,19.8302,25.1758,15.9167,28.205,4.41942,16.4974,-20.012,10.8946,-46.7336,-14.3934,10.7087,15.5067,11.0107,-44.2045,53.4108,-23.5002,46.0544,-8.88646,42.1919,3.46723,44.0133,14.7603,42.1944,29.6477,44.1885,44.2779,51.188,30.8801,58.2745,18.2935,61.8011,2.54956,62.5478,-14.7366,62.0161,-29.0098,58.989,-16.6341,52.6679,4.07377,53.8525,21.4745,52.6128,22.0921,50.9439,3.99206,50.9688,-15.7885,51.0954,3.66607,52.8334,0,0
10,-102.08,-40.4392,-101.401,-6.28993,-96.5598,22.0052,-87.1953,51.3868,-74.889,73.2242,-57.4425,94.7927,-30.0441,109.863,4.94117,114.671,36.5095,108.422,63.1551,90.4183,78.232,70.5211,90.3822,46.7689,96.0595,14.827,99.1078,-15.0652,95.7071,-47.6251,80.7459,-68.0214,60.4597,-86.3143,33.7018,-85.617,19.1938,-71.4185,38.991,-73.7441,58.6888,-73.5061,-89.7229,-63.6604,-70.547,-84.3614,-41.2639,-84.3366,-27.4663,-71.134,-49.7817,-72.9359,-69.2926,-71.0846,-69.6069,-40.3942,-51.2113,-48.7617,-31.6347,-42.7734,-51.2021,-36.2062,-50.5011,-42.3792,68.4388,-43.8059,50.4468,-51.0797,29.3063,-43.7757,50.1594,-38.583,50.0268,-44.3068,-15.9459,-44.8419,-18.6403,-21.4538,-31.2169,4.57166,-26.4563,19.1047,1.66236,21.2608,29.0446,18.0718,31.4057,3.75636,17.0195,-21.6016,12.0925,-45.4831,-14.8074,13.3578,17.1039,12.9518,-43.9283,51.8706,-22.5555,45.8807,-8.53598,42.7589,3.01482,44.4868,14.8177,42.8284,29.2572,44.879,44.675,50.0376,30.4044,58.375,17.4218,61.3033,1.98797,62.2068,-13.3171,62.0072,-27.1361,58.9778,-14.1422,53.8991,2.50272,55.2216,19.6025,54.1605,20.1653,50.5975,2.50532,50.6393,-13.041,50.4864,2.21191,52.9572,0,0
5,-98.6279,-42.7159,-101.161,-6.56332,-98.5805,21.2301,-91.0825,51.0431,-79.6591,75.1651,-62.7016,96.9545,-34.2969,112.332,4.16443,118.213,39.1561,111.902,66.2914,94.4387,81.3635,74.7691,93.5788,47.911,97.7392,16.3748,99.4267,-13.2668,94.6266,-45.4915,83.515,-63.8302,63.8425,-82.1541,37.7903,-82.3559,24.4169,-70.0196,43.327,-71.2104,61.4226,-69.884,-87.8907,-60.4052,-68.3196,-81.3237,-39.998,-82.0851,-25.9987,-69.7258,-46.8278,-71.024,-66.3416,-68.1618,-65.9546,-39.6906,-47.5232,-49.051,-27.379,-41.7786,-47.659,-36.0997,-47.0531,-42.8573,71.1324,-41.5741,51.9935,-50.9515,30.733,-42.2936,51.2378,-37.5587,51.1548,-43.8407,-13.397,-44.7667,-16.8118,-21.3123,-29.3001,3.29861,-25.7171,17.3462,1.89744,21.239,29.3352,16.6986,30.6761,2.78726,18.2575,-20.4861,14.3113,-44.9708,-14.0415,12.2645,16.8714,12.2958,-43.8788,51.1869,-23.1936,44.6689,-8.36413,41.6887,3.5676,43.3835,15.7241,42.1198,31.0365,44.3571,46.1163,50.553,30.4926,57.4903,17.9195,58.4748,1.85088,58.6679,-12.571,58.634,-25.9693,56.6432,-14.5095,51.9632,3.01853,52.9457,20.5343,52.196,21.114,49.467,3.09476,49.2933,-13.066,48.8751,2.69739,51.7617,0,0
10,-102.536,-38.1807,-99.5051,-6.04267,-94.0481,22.1149,-85.1676,51.8075,-71.7906,76.3694,-53.8109,97.5095,-28.3386,111.397,2.74267,116.335,33.7135,108.668,57.3003,91.0765,73.8081,71.2643,84.332,47.8529,90.7162,18.021,95.7208,-10.8156,98.6055,-41.7312,83.3637,-63.5425,62.4188,-84.2552,32.7661,-82.7672,17.2557,-67.2905,38.1612,-69.6467,60.6151,-70.1396,-87.807,-64.6296,-68.4253,-83.4658,-38.7143,-82.3508,-21.5265,-67.1049,-44.6853,-69.5253,-66.3537,-69.8376,-69.6841,-39.0631,-48.9768,-45.6873,-28.1115,-40.2662,-48.8637,-33.6403,-48.7462,-39.3857,65.5227,-41.3108,46.0493,-47.0775,26.3824,-40.9141,46.4666,-35.2076,46.2231,-40.604,-13.5295,-40.8101,-17.2661,-18.1365,-31.9923,7.33672,-26.6479,19.7883,1.13994,22.2754,25.8837,19.6535,30.4636,7.05366,16.7083,-17.8763,12.002,-41.1442,-16.1726,13.6014,15.8247,13.7713,-42.4689,52.583,-24.8373,43.6734,-12.0016,38.4662,0.11113,40.2806,12.6201,38.7647,25.9271,43.0868,42.0823,52.0803,26.9557,60.1621,14.3127,63.3184,0.572579,65.2132,-13.293,64.2931,-26.9805,61.0292,-15.5676,54.6372,-0.139613,56.4059,16.28,55.2937,17.3754,48.6504,0.328438,47.4156,-13.7223,48.0562,0.0380414,52.4864,0,0
2,-107.867,-31.4646,-106.099,-0.718598,-102.706,26.5675,-94.8194,53.9247,-84.3586,79.1588,-65.8352,101.917,-38.9627,116.131,-4.22958,121.19,29.6135,115.249,57.7602,97.5542,77.0059,72.9243,85.3343,49.9272,89.3948,21.7365,92.8638,-7.39885,90.9936,-36.2286,78.5308,-56.4226,58.7222,-78.4583,30.1794,-79.3245,14.519,-64.9579,34.4272,-66.4392,56.1825,-64.9359,-95.3687,-56.0995,-76.2726,-77.6193,-45.1467,-78.8793,-28.1838,-63.8564,-52.445,-66.2198,-72.9953,-64.3468,-77.1507,-34.7157,-56.418,-44.4204,-34.3941,-36.5123,-55.8328,-30.429,-56.0029,-37.3644,64.9561,-37.6673,45.5823,-45.5835,24.2014,-37.7497,44.9199,-32.3982,44.7349,-38.5264,-17.7379,-36.9712,-21.3593,-12.9163,-35.499,11.4985,-28.0155,21.3892,-1.16617,23.054,22.3322,20.6405,29.0943,9.63603,14.7732,-13.4967,8.75105,-37.5924,-18.0392,13.9718,14.1543,13.7515,-48.5656,55.64,-29.6465,45.0533,-15.5722,39.5469,-2.86618,41.5194,9.64922,39.7549,23.1808,43.3843,40.8356,53.9694,24.6452,61.869,10.9192,64.7836,-3.38873,66.0731,-18.1984,65.9054,-32.611,62.792,-19.6603,55.7735,-3.60654,57.2365,13.3774,55.7416,13.4094,49.8527,-3.14774,49.1678,-18.2346,49.3675,-3.29614,53.8099,0,0
5,-101.599,-42.6286,-102.384,-7.09155,-99.6744,21.0819,-91.7366,50.7636,-80.6074,74.4972,-62.6965,97.0443,-33.3187,112.086,3.168,117.478,35.2997,111.637,62.053,93.2786,79.5156,72.0776,91.4534,46.8354,95.7474,17.1749,98.5133,-12.9115,94.2635,-46.4976,78.8949,-64.8126,60.5854,-82.7674,35.4416,-83.162,22.144,-70.1553,39.3769,-71.0846,57.8242,-70.1043,-87.0671,-62.2021,-68.2795,-81.2595,-41.2587,-81.7495,-28.8691,-69.1001,-48.3829,-70.4573,-67.1196,-68.2708,-67.9146,-39.5249,-50.5043,-48.2665,-31.1442,-41.2694,-50.2827,-36.1706,-50.191,-42.3243,64.5432,-42.5475,47.7278,-50.2015,28.44,-42.2446,47.207,-37.9192,46.8982,-43.8359,-15.7848,-44.4772,-19.1794,-20.3095,-32.8096,4.89717,-29.2831,16.2605,0.245696,20.0773,27.7163,15.6544,30.4484,4.0476,17.2495,-19.8212,12.8007,-44.7654,-15.9772,11.2,15.8598,10.9317,-48.034,49.9495,-26.3942,42.6755,-10.262,39.2118,1.06672,41.0028,12.5254,39.6393,28.2093,42.706,44.884,49.684,29.4103,56.3771,16.7908,58.83,0.563358,59.6651,-14.8822,59.5519,-29.3856,56.5361,-17.3402,51.6485,0.540939,52.906,18.7724,52.0309,19.2175,48.3411,0.718779,48.018,-15.9772,47.7023,0.0689338,50.9276,0,0
6,-86.276,-41.0135,-89.8643,-2.45592,-87.0056,26.1005,-80.6479,57.1117,-70.3961,79.9433,-55.1771,99.6371,-31.2825,116.853,4.13463,123.641,42.4973,117.681,71.6716,101.521,89.4013,80.2564,102.348,55.3703,108.232,24.0954,110.98,-6.99632,109.01,-41.4863,91.7115,-56.75,70.7265,-75.2928,44.2448,-76.4234,29.228,-64.7822,49.2624,-64.7504,69.0007,-63.2473,-73.0385,-57.2166,-56.8661,-74.1997,-31.4801,-74.8966,-16.8867,-63.7288,-37.3502,-64.2478,-55.8321,-62.4246,-55.4198,-34.5429,-36.8952,-41.5231,-18.3664,-36.8715,-37.7528,-31.8376,-36.5226,-36.2492,70.4108,-34.6943,52.0805,-42.7997,31.8686,-37.4262,51.1526,-32.2407,51.5431,-37.4706,-7.6156,-41.0675,-13.5125,-16.4234,-25.5916,6.85155,-19.551,19.4472,2.92304,21.7671,27.9855,19.656,33.6345,7.70173,22.6731,-14.5953,18.7332,-40.7606,-11.1967,13.0826,18.1894,13.6655,-39.6618,54.3176,-21.677,46.7301,-8.48145,43.3089,1.93578,45.3402,12.7745,43.995,28.5872,47.3805,45.6049,54.4263,30.6706,62.0108,17.6273,65.1065,1.53747,65.4735,-12.607,64.6562,-25.0297,61.3415,-15.4915,55.0762,2.65445,55.6835,20.0586,55.5721,20.8762,53.1056,2.18127,52.8448,-15.2959,52.8645,2.12565,54.288,0,0
7,-99.7486,-41.9966,-101.711,-5.70244,-96.8584,23.9229,-87.6388,53.2916,-74.2734,75.5764,-57.6564,95.8395,-32.3243,112.457,6.50899,118.967,40.6303,111.25,64.7565,93.9342,80.4753,73.3225,93.2431,47.9697,97.2851,18.8421,98.755,-10.6327,93.1912,-44.252,79.7006,-61.203,61.3147,-80.3582,35.337,-81.1269,21.9153,-68.8884,40.9052,-70.0446,58.7311,-68.2509,-84.5492,-57.2154,-68.5355,-76.7692,-42.9786,-78.741,-28.0785,-67.2071,-48.6296,-67.9849,-67.0903,-64.874,-62.9165,-36.9122,-45.3522,-45.6941,-26.9877,-39.0883,-45.7104,-35.0111,-45.3147,-40.1134,62.3316,-40.5126,45.4323,-48.6329,25.9108,-40.5306,45.3259,-37.346,44.7004,-42.9789,-13.6053,-43.9322,-17.2381,-18.7667,-28.7511,5.65454,-22.3653,18.5759,2.92401,21.2617,28.3617,18.0875,31.6718,5.01191,18.544,-18.3059,12.5882,-44.4364,-11.0505,13.2675,17.8314,13.299,-42.4373,52.9278,-24.8487,46.048,-10.3568,42.8234,2.31038,44.6366,13.5203,42.9466,29.4125,45.2501,43.6306,50.8441,30.475,59.3252,18.1979,62.7773,1.95787,63.7252,-14.1203,62.8517,-26.8523,59.3983,-17.8694,53.3062,2.75418,54.0223,21.1077,53.2586,21.7075,51.9374,2.14312,52.0892,-17.3458,52.197,2.12777,53.3563,0,0
1,-95.4081,-37.2067,-97.6367,-1.31378,-92.8014,26.9507,-83.9417,56.9392,-71.4218,79.1845,-54.9254,99.4173,-27.5239,117.094,11.3274,122.415,46.3146,113.568,73.0576,93.926,87.7356,73.9537,98.8998,46.9605,102.024,16.5192,103.079,-12.8071,100.48,-42.3618,86.6534,-57.1865,63.5311,-77.8072,36.25,-77.6633,23.4098,-64.6683,43.5066,-66.7841,62.6635,-65.5687,-80.6272,-54.842,-65.035,-73.986,-38.0606,-76.134,-21.7901,-63.2419,-44.111,-65.0623,-62.9198,-62.5589,-60.9485,-34.4158,-41.3883,-42.0138,-20.7502,-37.5459,-41.4025,-32.2054,-40.9266,-36.5969,65.3162,-37.6107,45.9781,-44.7847,24.9118,-39.1279,45.7672,-34.1613,45.742,-39.2798,-10.0441,-40.405,-13.9938,-16.6612,-25.4782,7.78345,-18.7802,16.197,4.20339,18.7661,28.246,14.1236,30.7973,5.09146,19.5369,-15.7554,14.9456,-41.0566,-10.4788,11.2755,17.6077,10.6797,-40.2501,52.6866,-21.2773,44.5962,-8.06092,40.8108,3.1098,42.4443,13.8678,40.8264,28.8703,42.9879,47.8934,48.6768,32.6385,57.5595,19.8171,60.8878,3.92226,62.9021,-10.4202,62.1015,-23.386,58.9943,-14.9274,53.2566,3.78608,53.5787,20.9553,52.7621,21.2289,49.4134,2.96331,50.2376,-14.8516,50.8111,3.46987,51.9693,0,0
3,-94.9716,-37.4868,-95.3425,-6.83151,-92.0489,20.7523,-83.4194,50.1625,-73.4796,73.1995,-58.8039,95.6821,-34.5847,111.985,-2.48191,117.726,31.009,113.654,61.8962,95.5463,81.2713,72.8779,95.3773,48.4044,102.074,15.5307,105.622,-14.6926,101.501,-42.7593,84.9752,-60.5102,63.7281,-81.7011,36.5753,-83.2248,21.5865,-70.1073,41.3032,-70.6889,61.3403,-68.718,-85.6171,-58.6049,-67.1856,-81.4078,-36.6228,-82.6171,-23.1075,-68.7072,-45.5072,-70.9138,-64.192,-67.68,-65.9473,-39.0321,-48.5768,-48.1717,-28.5826,-40.5328,-48.5241,-34.9953,-48.2252,-41.8565,71.0901,-40.7334,51.9719,-49.1102,30.5982,-40.6757,50.9027,-35.8039,50.949,-42.2201,-13.1404,-42.1721,-17.8368,-18.2385,-29.4876,5.94466,-23.7336,18.0227,1.18377,22.0671,27.7642,17.762,32.4495,4.96746,19.5195,-18.1869,14.8452,-42.5328,-14.4168,12.4318,16.7548,12.1629,-42.6214,52.3958,-24.236,44.412,-10.5351,41.4203,0.981072,43.4315,13.0072,41.8357,26.8214,43.8602,42.4998,51.9486,28.5924,58.7435,14.7674,60.2329,-1.86305,61.7111,-16.4504,60.9099,-29.1732,58.3052,-16.5407,53.5993,-0.546323,55.0678,17.8435,54.1451,18.1226,49.9996,-0.5167,49.9844,-16.0557,49.6407,-0.553048,52.7057,0,0
9,-91.2554,-39.9761,-94.958,-5.39298,-92.0769,23.0277,-83.9435,54.7764,-72.2344,76.3937,-56.9579,96.3652,-34.4438,115.625,1.65321,124.245,40.6612,116.259,66.9462,98.5105,85.8098,75.7318,97.3547,53.4882,102.51,21.7289,105.145,-8.61967,104.277,-37.3137,89.0252,-54.5406,67.5892,-75.1062,40.9933,-76.5173,26.2009,-64.6773,46.3338,-64.4202,66.0961,-62.1391,-77.5485,-53.897,-60.0374,-73.1685,-33.0363,-75.9094,-17.3343,-62.458,-40.6349,-64.7492,-59.2457,-61.8646,-59.3863,-35.0991,-39.407,-42.4824,-17.5253,-37.669,-39.6564,-32.4432,-39.1108,-37.0427,71.8259,-35.0619,52.4011,-43.1676,29.8535,-38.2376,51.6141,-32.2317,51.9753,-37.722,-9.15481,-41.6938,-15.3254,-15.7434,-26.7409,7.04672,-20.2856,17.409,2.08871,20.2355,26.4629,17.3987,31.8432,7.37337,21.665,-14.5835,17.4132,-41.5516,-11.448,12.0241,16.8218,12.5091,-44.7393,51.9625,-23.5625,46.5611,-10.6018,44.0337,0.723593,46.0326,12.4254,44.6015,27.5851,46.3305,49.1664,50.1797,32.0817,59.7161,18.436,63.7683,2.15623,64.709,-14.9325,63.6323,-28.6127,59.848,-17.3141,55.5231,2.33331,56.7572,19.3775,55.7695,19.8831,52.8942,1.82883,53.3199,-16.6549,52.7206,2.13527,55.1154,0,0
2,-99.3821,-38.6744,-100.168,-4.49816,-96.0252,23.9102,-87.542,52.274,-74.8617,75.839,-58.0198,97.0856,-30.6194,112.061,4.73095,116.214,36.6343,111.319,64.8294,94.5171,79.8181,74.8724,93.1767,48.0307,98.8783,17.7626,101.124,-11.4269,96.7831,-44.3127,84.2028,-65.5053,62.8753,-84.668,33.8618,-84.0283,19.8774,-70.0972,40.9432,-72.6126,61.2613,-72.279,-88.2985,-60.8227,-69.3848,-82.6025,-39.1364,-82.8978,-23.308,-69.8259,-45.6044,-71.1839,-66.5488,-68.9452,-67.5776,-38.8528,-50.0923,-47.6577,-30.5594,-41.0569,-50.3313,-35.0127,-49.223,-41.2368,69.9213,-41.2475,51.6807,-49.8463,30.8791,-41.6269,50.987,-36.5344,51.2875,-42.6834,-14.6915,-42.5246,-17.5116,-19.8279,-29.1972,5.15677,-25.4984,18.6435,2.24915,21.9736,30.2401,17.9509,31.5045,4.15066,18.6971,-19.6765,14.0886,-43.0239,-13.054,13.6527,16.9554,13.5047,-42.5224,52.1848,-22.5421,45.8108,-8.4508,43.5121,2.99883,45.3457,14.6472,43.7349,29.8057,45.7398,43.5161,51.646,30.4888,59.4935,17.3879,61.3709,1.09028,62.0742,-14.0281,61.3693,-27.0483,58.55,-15.7191,54.8793,2.19951,56.3955,20.6791,55.2928,21.0052,50.6675,1.91743,50.8006,-14.6137,50.699,1.86687,53.2399,0,0
